IDBASE;LIBELLEFRANCAIS;GENRE;ESPECE;ADRESSE;TYPEEMPLACEMENT;DOMANIALITE;ARRONDISSEMENT;COMPLEMENTADRESSE;NUMERO;IDEMPLACEMENT;CIRCONFERENCE EN CM;HAUTEUR EN M;STADEDEVELOPPEMENT;PEPINIERE;VARIETE OU CULTIVAR;DATEPLANTATION;REMARQUABLE;Geo point
102141.0;Platane;Platanus;x hispanica;PARC DES BUTTES CHAUMONT;Arbre;Jardin;PARIS 19E ARRDT;19-08;;H0690012;686.0;30.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8803354834,2.38130530981
2002364.0;Platane;Platanus;x hispanica;ILE DE BERCY / LAC DAUMESNIL;Arbre;Jardin;BOIS DE VINCENNES;12-11;;12-11;420.0;40.0;Mature;Inconnue;;1860-01-01T01:02:49+00:53;OUI;48.8323392302,2.41144640633
125063.0;Orme;Ulmus;glabra;SQUARE JEAN XXIII / 2 QUAI DE L ARCHEVECHE;Arbre;Jardin;PARIS 4E ARRDT;;;000302002;167.0;10.0;Adulte;Inconnue;''Pendula'';1700-01-01T01:02:49+00:53;OUI;48.8521020309,2.35080387137
132543.0;Platane;Platanus;orientalis;SQUARE MICHEL-FOUCAULT / 43Q RUE DES ECOLES;Arbre;Jardin;PARIS 5E ARRDT;;;00000002;450.0;24.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8493165016,2.34518635839
136794.0;Pterocarya;Pterocarya;fraxinifolia;JARDIN DU RANELAGH;Arbre;Jardin;PARIS 16E ARRDT;16-40;;00040084;447.0;28.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8600333815,2.26913461956
123848.0;Mûrier;Morus;alba;SQUARE DE LA TOUR SAINT JACQUES / 1 BIS RUE SAINT MARTIN;Arbre;Jardin;PARIS 4E ARRDT;;;000103001;105.0;7.0;Adulte;Inconnue;;2009-01-01T02:00:00+01:00;OUI;48.8578670722,2.34811930339
127998.0;Frêne;Fraxinus;excelsior;SQUARE DE LA BUTTE DU CHAPEAU ROUGE / 11 BOULEVARD D ALGERIE;Arbre;Jardin;PARIS 19E ARRDT;19-01;;00000509;385.0;24.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8819364512,2.39826376533
116886.0;Noisetier de Byzance;Corylus;colurna;SQUARE DU TEMPLE / 50 RUE DE BRETAGNE;Arbre;Jardin;PARIS 3E ARRDT;03-05;;000102007;226.0;25.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8648374901,2.36062553598
112542.0;Pterocarya;Pterocarya;fraxinifolia;SQUARE LOUISE MICHEL / 6 PLACE SAINT PIERRE;Arbre;Jardin;PARIS 18E ARRDT;Talus du Funiculaire;;000202004;419.0;28.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8853019887,2.34272089361
2002352.0;If;Taxus;baccata;PARC DE BAGATELLE - ALLEE DE LONGCHAMP / ROUTE DE SEVRES A NEUILLY;Arbre;Jardin;BOIS DE BOULOGNE;16-21;;000701001;246.0;15.0;Adulte;Inconnue;;1772-01-01T01:02:49+00:53;OUI;48.8709369341,2.24803445349
101752.0;Sophora;Sophora;japonica;PARC DES BUTTES CHAUMONT;Arbre;Jardin;PARIS 19E ARRDT;19-06;;I1090024;408.0;12.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8814687366,2.38368012582
102027.0;Marronnier;Aesculus;hippocastanum;PARC DES BUTTES CHAUMONT;Arbre;Jardin;PARIS 19E ARRDT;;;G0380001;330.0;22.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8800797215,2.38570950523
104839.0;Chêne;Quercus;cerris;SQUARE RENE LE GALL;Arbre;Jardin;PARIS 13E ARRDT;13-04;;00010268;140.0;15.0;Adulte;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8330206707,2.34991527056
109016.0;Magnolia;Magnolia;grandiflora;SQUARE D AJACCIO / 127 RUE DE GRENELLE;Arbre;Jardin;PARIS 7E ARRDT;07-10;;000202001;155.0;13.0;Adulte;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8574173085,2.31472511735
136310.0;Pterocarya;Pterocarya;stenoptera;JARDIN DES SERRES D AUTEUIL / 1 AVENUE GORDON BENNETT;Arbre;Jardin;PARIS 16E ARRDT;;;00040026;560.0;30.0;Mature;Inconnue;;1905-01-01T01:09:21+01:00;OUI;48.847146744,2.25198353717
136446.0;Sterculier;Firmiana;simplex;JARDIN DES SERRES D AUTEUIL / 1 AVENUE GORDON BENNETT;Arbre;Jardin;PARIS 16E ARRDT;;;00030001;133.0;12.0;Adulte;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8476114157,2.25314300756
136338.0;Chêne;Quercus;suber subsp. Occidentalis;JARDIN DES SERRES D AUTEUIL / 1 AVENUE GORDON BENNETT;Arbre;Jardin;PARIS 16E ARRDT;;;00040054;234.0;11.0;Mature;Inconnue;;1895-01-01T01:09:21+01:00;OUI;48.8471733403,2.25286614408
114140.0;Orme de Sibérie;Zelkova;carpinifolia;JARDIN DE L AVENUE FOCH / 10 AVENUE FOCH;Arbre;Jardin;PARIS 16E ARRDT;PELOUSE 05 - 54 à 68;;000404059 / 16-26;426.0;26.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.872641762,2.28136402859
108183.0;Hêtre;Fagus;sylvatica;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / SETE;Arbre;Jardin;PARIS 7E ARRDT;Canton 03 / SETE;;P00306006;205.0;6.0;Adulte;Inconnue;''Pendula'';1700-01-01T01:02:49+00:53;OUI;48.8587536797,2.29549925434
113328.0;Hêtre;Fagus;sylvatica;PARC MONTSOURIS / 28 BOULEVARD JOURDAN;Arbre;Jardin;PARIS 14E ARRDT;Grande pelouse;;031302006;400.0;20.0;Mature;Inconnue;''Riversii'';1700-01-01T01:02:49+00:53;OUI;48.8226040554,2.33670121886
111640.0;Aulne;Alnus;n. sp.;SQUARE SAINT LAMBERT / 2 RUE JEAN FORMIGE;Arbre;Jardin;PARIS 15E ARRDT;15-02;;000102018;225.0;18.0;Adulte;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8428207399,2.2972872775
128154.0;Marronnier;Aesculus;hippocastanum;PELOUSES DE LA PLACE DU GENERAL CATROUX;Arbre;Jardin;PARIS 17E ARRDT;;;00000013;385.0;26.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.882331696,2.31024539129
125236.0;Libocèdre;Calocedrus;decurrens;JARDIN DE LA GARE DE REUILLY - JULIEN LAUPRETRE / 6 RUE PAUL DUKAS;Arbre;Jardin;PARIS 12E ARRDT;12-33;;000101001;205.0;20.0;Adulte;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8408776987,2.39211285273
106662.0;Micocoulier;Celtis;occidentalis;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;P00907006;250.0;19.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8552202311,2.30078240398
2002360.0;Plaqueminier;Diospyros;virginiana;ILE DE BERCY / LAC DAUMESNIL;Arbre;Jardin;BOIS DE VINCENNES;12-12;;12-12;165.0;15.0;Adulte;Inconnue;;1935-01-01T01:00:00+01:00;OUI;48.8313828964,2.4114313613
2002355.0;Arbre aux mouchoirs;Davidia;involucrata;PARC DE BAGATELLE - ALLEE DE LONGCHAMP / ROUTE DE SEVRES A NEUILLY;Arbre;Jardin;BOIS DE BOULOGNE;16-20;;000701006;120.0;15.0;Adulte;Inconnue;;1906-01-01T01:09:21+01:00;OUI;48.8732484628,2.24887874572
167762.0;If;Taxus;baccata;CIMETIERE DE MONTMARTRE / DIV 14;Arbre;CIMETIERE;PARIS 18E ARRDT;;;D00000014007;295.0;11.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8858144156,2.3301156142
2002370.0;Tulipier;Liriodendron;tulipifera;SQUARE CARNOT - AVENUE DAUMESNIL / ESPLANADE DU CHATEAU DE VINCENNES;Arbre;Jardin;BOIS DE VINCENNES;12-02;;12-02;305.0;30.0;Mature;Inconnue;;1862-01-01T01:02:49+00:53;OUI;48.8394051605,2.43337448245
108095.0;Platane;Platanus;x hispanica;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE / SETE;Arbre;Jardin;PARIS 7E ARRDT;Canton 01 / SETE;;P00108001;695.0;25.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8578387601,2.29331873957
2002378.0;Erable;Acer;cappadocicum;PELOUSE DE FONTENAY - AVENUE DE LA BELLE GABRIELLE;Arbre;Jardin;BOIS DE VINCENNES;12-23;;12-23;307.0;18.0;Mature;Inconnue;;1900-01-01T01:09:21+01:00;OUI;48.8409420689,2.4641321139
134435.0;Marronnier;Aesculus;hippocastanum;JARDIN ANNE FRANCK / 14 IMPASSE BERTHAUD;Arbre;Jardin;PARIS 3E ARRDT;;;000101001;76.0;8.0;Jeune (arbre);Inconnue;;2006-01-01T02:00:00+01:00;OUI;48.8614740968,2.35437470573
2002367.0;Noyer;Juglans;nigra;ROUTE DE LA CEINTURE DU LAC DAUMESNIL - LAC DAUMESNIL / PORTE DOREE;Arbre;Jardin;BOIS DE VINCENNES;12-04;;12-04;590.0;26.0;Adulte;Inconnue;;1845-01-01T01:02:49+00:53;OUI;48.8334358135,2.41279793669
132479.0;Orme de Sibérie;Zelkova;carpinifolia;SQUARE SAMUEL PATY / 3 PLACE PAUL PAINLEVE;Arbre;Jardin;PARIS 5E ARRDT;05-04;;000101002;250.0;20.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8499464732,2.34422385731
323350.0;Pterocarya;Pterocarya;fraxinifolia;SQUARE D''ESTIENNE D''ORVES;Arbre;Jardin;PARIS 9E ARRDT;09-01;;00000050;340.0;26.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8767091018,2.33192988137
113353.0;Sequoia;Sequoia;sempervirens;PARC MONTSOURIS / 28 BOULEVARD JOURDAN;Arbre;Jardin;PARIS 14E ARRDT;Volcan / Puits;;0311D1001;360.0;20.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8220251,2.33627703861
121923.0;Marronnier;Aesculus;hippocastanum;SQUARE EDOUARD VAILLANT / 50 AVENUE GAMBETTA;Arbre;Jardin;PARIS 20E ARRDT;20-04;;000102006;380.0;26.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8650355075,2.40093175935
120530.0;Oranger des Osages;Maclura;pomifera;SQUARE LOUISE MICHEL / 6 PLACE SAINT PIERRE;Arbre;Jardin;PARIS 18E ARRDT;Talus Ronsard;;000601010;212.0;16.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8856691828,2.3447140694
136448.0;Catalpa;Catalpa;speciosa;JARDIN DES SERRES D AUTEUIL / 1 AVENUE GORDON BENNETT;Arbre;Jardin;PARIS 16E ARRDT;;;00030003;200.0;3.0;Mature;Inconnue;''Pulverulenta'';1700-01-01T01:02:49+00:53;OUI;48.84758185,2.25327790355
114779.0;Noisetier de Byzance;Corylus;colurna;JARDIN DE L AVENUE FOCH / 10 AVENUE FOCH;Arbre;Jardin;PARIS 16E ARRDT;PELOUSE 15 - 27 à 29;;000105001 / 16-25;204.0;14.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8727963278,2.2875405986
2002350.0;Sequoia;Sequoiadendron;giganteum;PARC DE BAGATELLE - ALLEE DE LONGCHAMP / ROUTE DE SEVRES A NEUILLY;Arbre;Jardin;BOIS DE BOULOGNE;16-22;;000701002;511.0;28.0;Adulte;Inconnue;;1850-01-01T01:02:49+00:53;OUI;48.869458282,2.24771343792
121945.0;Platane;Platanus;x hispanica;SQUARE EDOUARD VAILLANT / 50 AVENUE GAMBETTA;Arbre;Jardin;PARIS 20E ARRDT;20-05;;000202004;500.0;28.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8656217619,2.39994114274
2002376.0;Chêne;Quercus;robur;LAC DES MINIMES - ROUTE RONDE DES MINIMES;Arbre;Jardin;BOIS DE VINCENNES;12-25;;12-25;428.0;30.0;Mature;Inconnue;;1784-01-01T01:02:49+00:53;OUI;48.8341740278,2.4613206192
2002362.0;If;Taxus;baccata;ILE DE BERCY / LAC DAUMESNIL;Arbre;Jardin;BOIS DE VINCENNES;12-08;;12-08;105.0;5.0;Adulte;Inconnue;;1870-01-01T01:02:49+00:53;OUI;48.8320775848,2.41181713566
106714.0;Plaqueminier;Diospyros;lotus;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE;Arbre;Jardin;PARIS 7E ARRDT;Canton 09;;P00905009;163.0;13.0;Adulte;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8557930159,2.30026431836
113597.0;Chêne;Quercus;frainetto;SQUARE DE LA PLACE ADOLPHE CHERIOUX / 260 RUE DE VAUGIRARD;Arbre;Jardin;PARIS 15E ARRDT;;;000106001;180.0;15.0;Adulte;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8396441672,2.30097558498
108256.0;Noisetier de Byzance;Corylus;colurna;JARDINS DU TROCADERO / 3 PLACE DE VARSOVIE;Arbre;Jardin;PARIS 16E ARRDT;Canton 09;;000906007;263.0;20.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8615946163,2.29103626939
2002392.0;Pterocarya;Pterocarya;fraxinifolia;BERGE DU LAC INFERIEUR - CHEMIN DE CEINTURE DU LAC INFERIEUR;Arbre;Jardin;BOIS DE BOULOGNE;16-02;;000101004;407.0;27.0;Mature;Inconnue;;1882-01-01T01:02:49+00:53;OUI;48.8631730613,2.26173856394
116216.0;Cèdre;Cedrus;libani;SQUARE DE L ASPIRAND DUNAND / 20 RUE SAILLARD;Arbre;Jardin;PARIS 14E ARRDT;;;10030016;155.0;20.0;Adulte;Inconnue;;1996-01-01T02:00:00+01:00;OUI;48.8319997987,2.32583007025
112503.0;Marronnier;Aesculus;hippocastanum;SQUARE LOUISE MICHEL / 6 PLACE SAINT PIERRE;Arbre;Jardin;PARIS 18E ARRDT;Place Saint-Pierre;;000105002;366.0;21.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8844716029,2.34310775907
155948.0;Arbre à Gutta-Percha;Eucommia;ulmoides;CIMETIERE DU PERE LACHAISE / DIV 75;Arbre;CIMETIERE;PARIS 20E ARRDT;20-11;;D00000075015;130.0;14.0;Adulte;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8578039088,2.39574078452
2002398.0;Platane;Platanus;orientalis;ILE DU LAC INFERIEUR;Arbre;Jardin;BOIS DE BOULOGNE;16-04;;000401001;380.0;26.0;Mature;Inconnue;;1859-01-01T01:02:49+00:53;OUI;48.8661272117,2.26254793084
123330.0;Erable;Acer;monspessulanum;JARDIN DES SERRES D AUTEUIL / 1 AVENUE GORDON BENNETT;Arbre;Jardin;PARIS 16E ARRDT;;;00040005;209.0;16.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8462426895,2.25137540594
135415.0;Plaqueminier;Diospyros;lotus;SQUARE DES BATIGNOLLES;Arbre;Jardin;PARIS 17E ARRDT;17-12;;00000224;157.0;12.0;Adulte;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8873178299,2.31706267506
158609.0;Chicot du Canada;Gymnocladus;dioica;CIMETIERE DU PERE LACHAISE / DIV 77;Arbre;CIMETIERE;PARIS 20E ARRDT;20-17;;D00000077024;155.0;11.0;Adulte;Inconnue;''Variegata'';1700-01-01T01:02:49+00:53;OUI;48.8615163386,2.39906598184
102837.0;Sequoia;Sequoiadendron;giganteum;PARC DES BUTTES CHAUMONT;Arbre;Jardin;PARIS 19E ARRDT;19-04;;K0660013;510.0;27.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8797546767,2.38066315428
108281.0;Platane;Platanus;x hispanica;JARDINS DU TROCADERO / 3 PLACE DE VARSOVIE;Arbre;Jardin;PARIS 16E ARRDT;Canton 10;;001004011;490.0;28.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8626183113,2.28980424689
118790.0;Lilas de Perse;Melia;azedarach;SQUARE BOUCICAUT;Arbre;Jardin;PARIS 7E ARRDT;;;00000031;130.0;10.0;Adulte;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8513574712,2.32513190803
107696.0;Arbre à Gutta-Percha;Eucommia;ulmoides;JARDIN DU CHAMP DE MARS ET PELOUSES DE L ECOLE MILITAIRE;Arbre;Jardin;PARIS 7E ARRDT;Canton 06;;P00607004;195.0;15.0;Adulte;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8577724998,2.29724575606
2002361.0;Tulipier;Liriodendron;tulipifera;ILE DE BERCY / LAC DAUMESNIL;Arbre;Jardin;BOIS DE VINCENNES;12-09;;12-09;220.0;21.0;Adulte;Inconnue;;1930-01-01T01:00:00+01:00;OUI;48.8319894005,2.41199243435
114166.0;Platane;Platanus;x hispanica;JARDIN DE L AVENUE FOCH / 10 AVENUE FOCH;Arbre;Jardin;PARIS 16E ARRDT;PELOUSE 08 - 34 à 44;;000210037 / 16-29;445.0;21.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8731340013,2.28679550428
2002390.0;Magnolia;Magnolia;grandiflora;BERGE DU LAC INFERIEUR - CHEMIN DE CEINTURE DU LAC INFERIEUR;Arbre;Jardin;BOIS DE BOULOGNE;16-05;;000101001;200.0;14.0;Mature;Inconnue;;1863-01-01T01:02:49+00:53;OUI;48.8586730749,2.25833935548
2002368.0;Arbre aux quarante écus;Ginkgo;biloba;ECOLE DE CHIENS GUIDE D AVEUGLES - AVENUE DE SAINT-MAURICE;Arbre;Jardin;BOIS DE VINCENNES;12-03;;12-03;270.0;25.0;Mature;Inconnue;;1875-01-01T01:02:49+00:53;OUI;48.8336857764,2.42111192826
2002384.0;Cèdre;Cedrus;libani;LAC DE GRAVELLE - ROUTE DU PESAGE / ROUTE DE LA TOURELLE;Arbre;Jardin;BOIS DE VINCENNES;12-16;;12-16;420.0;22.0;Mature;Inconnue;;1829-01-01T01:02:49+00:53;OUI;48.8201255055,2.4451177535
120016.0;Cedrele;Toona;sinensis;SQUARE KRIEGEL - VALRIMONT;Arbre;Jardin;PARIS 18E ARRDT;18-08;;00000009;238.0;15.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.893355459,2.34682048372
110934.0;Chêne;Quercus;ilex;PARC MONTSOURIS / 28 BOULEVARD JOURDAN;Arbre;Jardin;PARIS 14E ARRDT;Volcan / Puits;;0311B1011;255.0;15.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8218388917,2.33578615166
140495.0;Erable;Acer;monspessulanum;CIMETIERE DU PERE LACHAISE / DIV 77;Arbre;CIMETIERE;PARIS 20E ARRDT;20-07;;D00000077020;232.0;14.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.86193299,2.39871043218
139108.0;Chicot du Canada;Gymnocladus;dioica;SQUARE ROBERT SCHUMAN;Arbre;Jardin;PARIS 16E ARRDT;16-42;;00000007;173.0;13.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8691331657,2.27224829769
307558.0;Lilas de Perse;Melia;azedarach;JARDINS DES CHAMPS ELYSEES - JARDIN DES AMBASSADEURS / 10 AVENUE DES CHAMPS ELYSEES;Arbre;Jardin;PARIS 8E ARRDT;Secteur Ambassadeurs;;000112001;168.0;14.0;Adulte;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8672440883,2.31751956055
120761.0;Sophora;Sophora;japonica;SQUARE NADAR / 2 RUE SAINT ELEUTHERE;Arbre;Jardin;PARIS 18E ARRDT;18-07;;000102003;310.0;17.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8859514292,2.34167969275
112946.0;Arbre aux quarante écus;Ginkgo;biloba;PARC MONTSOURIS / 28 BOULEVARD JOURDAN;Arbre;Jardin;PARIS 14E ARRDT;Talus du Lac;;0417A2001;430.0;20.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8231288576,2.33870925824
120588.0;Platane;Platanus;orientalis;SQUARE LOUISE MICHEL / 6 PLACE SAINT PIERRE;Arbre;Jardin;PARIS 18E ARRDT;Place Saint-Pierre;;000103015;520.0;28.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8846084353,2.34391625485
114869.0;Savonnier;Koelreuteria;paniculata;JARDIN DE L AVENUE FOCH / 10 AVENUE FOCH;Arbre;Jardin;PARIS 16E ARRDT;PELOUSE 10 - 20 à 26;;000206001 / 16-34;164.0;8.0;Adulte;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8735408016,2.29045015635
136321.0;Tulipier;Liriodendron;tulipifera;JARDIN DES SERRES D AUTEUIL / 1 AVENUE GORDON BENNETT;Arbre;Jardin;PARIS 16E ARRDT;;;00040037;211.0;23.0;Adulte;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8465006206,2.25226717382
128373.0;Hêtre;Fagus;sylvatica;SQUARE DU CLOS FEUQUIERES;Arbre;Jardin;PARIS 15E ARRDT;;;00000002;130.0;5.0;Adulte;Inconnue;''Pendula'';1973-01-01T02:00:00+01:00;OUI;48.8363411221,2.29020948574
100818.0;Platane;Platanus;x hispanica;PARC DE BERCY;Arbre;Jardin;PARIS 12E ARRDT;12-36;;00000373;502.0;35.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8341620932,2.38255442632
114867.0;Chêne;Quercus;ilex;JARDIN DE L AVENUE FOCH / 10 AVENUE FOCH;Arbre;Jardin;PARIS 16E ARRDT;PELOUSE 10 - 20 à 26;;000206003 / 16-32;207.0;10.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8736809161,2.29025241063
2002354.0;Hêtre;Fagus;sylvatica;PARC DE BAGATELLE - ALLEE DE LONGCHAMP / ROUTE DE SEVRES A NEUILLY;Arbre;Jardin;BOIS DE BOULOGNE;16-17;;000701004;231.0;16.0;Mature;Inconnue;''Pendula'';1868-01-01T01:02:49+00:53;OUI;48.8731110898,2.24886478886
2002366.0;Platane;Platanus;x hispanica;ROUTE DE LA CEINTURE DU LAC DAUMESNIL - LAC DAUMESNIL / PORTE DOREE;Arbre;Jardin;BOIS DE VINCENNES;12-14;;12-14;490.0;26.0;Mature;Inconnue;;1860-01-01T01:02:49+00:53;OUI;48.8338187551,2.41121935815
120299.0;Platane;Platanus;x hispanica;PARC MARCEL BLEUSTEIN BLANCHET / 1 RUE DE LA BONNE;Arbre;Jardin;PARIS 18E ARRDT;Amphithéâtre;;000201003;356.0;27.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8877475167,2.34350851837
2002385.0;Chêne;Quercus;ilex;PENTE DE GRAVELLE - AVENUE DE GRAVELLE / ROUTE NOUVELLE;Arbre;Jardin;BOIS DE VINCENNES;12-15;;12-15;245.0;20.0;Mature;Inconnue;;1860-01-01T01:02:49+00:53;OUI;48.8183891866,2.43791851368
136527.0;Arbre aux quarante écus;Ginkgo;biloba;JARDIN DES SERRES D AUTEUIL / 1 AVENUE GORDON BENNETT;Arbre;Jardin;PARIS 16E ARRDT;;;00050045;425.0;25.0;Mature;Inconnue;;1895-01-01T01:09:21+01:00;OUI;48.8476363794,2.25274648217
127516.0;Hêtre;Fagus;sylvatica;SQUARE DE LA BUTTE DU CHAPEAU ROUGE / 11 BOULEVARD D ALGERIE;Arbre;Jardin;PARIS 19E ARRDT;;;00000004;276.0;21.0;Mature;Inconnue;''Atropunicea'';1700-01-01T01:02:49+00:53;OUI;48.8810210944,2.39924431307
162943.0;Platane;Platanus;x hispanica;CIMETIERE DU PERE LACHAISE / DIV 45;Arbre;CIMETIERE;PARIS 20E ARRDT;20-14;;D00000045009;362.0;26.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.861255856,2.3950502607
223748.0;Platane;Platanus;x hispanica;BOULEVARD DE CHARONNE;Arbre;Alignement;PARIS 20E ARRDT;148;;001802036;407.0;23.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8564741998,2.39461847904
2002394.0;Sequoia;Sequoiadendron;giganteum;JARDIN DU PRE CATELAN - CARREFOUR DE LA GRANDE CASCADE / CARREFOUR DE LA CROIX CATELAN;Arbre;Jardin;BOIS DE BOULOGNE;16-14;;000501003;634.0;32.0;Adulte;Inconnue;;1872-01-01T01:02:49+00:53;OUI;48.864817945,2.252676244
2002359.0;Cryptomeria;Cryptomeria;japonica;ILE DE BERCY / LAC DAUMESNIL;Arbre;Jardin;BOIS DE VINCENNES;12-13;;12-13;130.0;13.0;Mature;Inconnue;;1893-01-01T01:02:49+00:53;OUI;48.831216573,2.41167739693
111331.0;Platane;Platanus;x hispanica;JARDIN DE L AVENUE FOCH / 10 AVENUE FOCH;Arbre;Jardin;PARIS 16E ARRDT;PELOUSE 20 - 75 à 77;;000307023 / 16-27;443.0;27.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8715363448,2.27816921701
135397.0;Platane;Platanus;x hispanica;SQUARE DES BATIGNOLLES;Arbre;Jardin;PARIS 17E ARRDT;17-10;;00000206;597.0;34.0;Mature;Inconnue;;1850-01-01T01:02:49+00:53;OUI;48.8876882466,2.31645921238
2002348.0;Cèdre;Cedrus;libani;GRANDE CASCADE - CARREFOUR DE LONGCHAMP;Arbre;Jardin;BOIS DE BOULOGNE;16-09;;000301002;468.0;25.0;Mature;Inconnue;;1862-01-01T01:02:49+00:53;OUI;48.8633907267,2.24048112696
2002371.0;Platane;Platanus;x hispanica;SQUARE CARNOT - AVENUE DAUMESNIL / ESPLANADE DU CHATEAU DE VINCENNES;Arbre;Jardin;BOIS DE VINCENNES;12-01;;12-01;607.0;30.0;Mature;Inconnue;;1918-01-01T01:00:00+01:00;OUI;48.8395251386,2.43334109188
230281.0;Saule;Salix;babylonica;QUAI DE L HORLOGE;Arbre;Alignement;PARIS 1ER ARRDT;;;000402002;140.0;14.0;Adulte;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.857749011,2.33940394029
102028.0;Marronnier;Aesculus;hippocastanum;PARC DES BUTTES CHAUMONT;Arbre;Jardin;PARIS 19E ARRDT;;;G0380002;330.0;25.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8801157455,2.38566682415
313940.0;Platane;Platanus;orientalis;PARC MONCEAU;Arbre;Jardin;PARIS 8E ARRDT;08-02;;00SO0222;645.0;31.0;Mature;Inconnue;;1700-01-01T01:02:49+00:53;OUI;48.8785828156,2.30755979417
